City,Date,PM2.5,PM10,NO2,CO,SO2,O3,AQI
Delhi,01-11-2018,236.67,416.97,71.63,2.97,20.12,45.98,433
Delhi,02-11-2018,205.44,373.61,65.98,1.99,19.65,46.13,391
Delhi,03-11-2018,159.56,298.85,47.39,1.43,17.1,45.43,353
Delhi,04-11-2018,97.27,179.85,34.18,1,15.01,51.96,238
Delhi,05-11-2018,361.98,500.01,48.25,1.88,14.63,45,424
Delhi,06-11-2018,177.88,312.87,43.78,1.29,15.37,45.01,411
Delhi,07-11-2018,175.43,300.54,45.14,1.44,19.39,51.22,317
Delhi,08-11-2018,420.3,509.73,64.57,2.45,26.52,38.35,452
Delhi,09-11-2018,300.91,440.76,68.25,2.65,17.41,47.94,487
Delhi,10-11-2018,288.86,447.4,79.5,3.01,18.01,42.55,430
Delhi,11-11-2018,256.68,425.12,70.55,2.89,16.2,51.68,454
Delhi,12-11-2018,271.7,464.28,71.88,2.85,17.4,53.37,437
Delhi,13-11-2018,265.06,441.43,74.72,2.74,18.72,37.8,454
Delhi,14-11-2018,136.2,225.77,59.36,1.68,16.02,31.95,361
Delhi,15-11-2018,98.53,175.95,47.83,1.29,15.03,32.95,251
Delhi,16-11-2018,138.49,230.56,42.41,1.24,14.2,40.74,302
Delhi,17-11-2018,135.21,255.42,51.93,1.6,14.37,36.97,292
Delhi,18-11-2018,166.43,313.67,61.82,2,16.29,39.51,330
Delhi,19-11-2018,179.79,319.12,56.73,1.56,16.32,51.15,340
Delhi,20-11-2018,224.1,374.77,63.96,2.04,16.11,46.03,367
Delhi,21-11-2018,209.96,349.54,63.79,1.79,14.22,40.22,396
Delhi,22-11-2018,139.02,292.92,74.93,2.09,16.89,37.22,317
Delhi,23-11-2018,187.85,331.22,61.06,2.04,16.39,40.01,356
Delhi,24-11-2018,107.73,223.33,46.57,1.34,15.12,37.48,296
Delhi,25-11-2018,133.62,268.83,58.16,1.72,16.56,37.17,266
Delhi,26-11-2018,200.69,362.41,68.3,2.43,20.11,39.8,349
Delhi,27-11-2018,205.53,378.23,78.94,3.32,18.31,34.02,396
Delhi,28-11-2018,193.1,356.12,69.6,2.85,15.96,34.61,363
Delhi,29-11-2018,205.17,363.12,63.68,2.52,12.76,35.79,384
Delhi,30-11-2018,190.36,340.56,56.74,1.96,13.69,35.79,365
Delhi,01-12-2018,147.48,297.66,56.43,1.91,14.4,35.45,335
Delhi,02-12-2018,164.63,331.5,67.18,2.77,16.62,39.35,329
Delhi,03-12-2018,178.87,356.2,66.91,2.74,16.52,38.44,356
Delhi,04-12-2018,211.57,393.74,74.17,3.17,16.28,38.12,394
Delhi,05-12-2018,181.62,345.32,65.87,2.59,15.89,32.33,374
Delhi,06-12-2018,218.06,395.33,71.73,3.04,16.49,40.87,385
Delhi,07-12-2018,193.81,353.86,54.83,2.09,14.11,32.45,376
Delhi,08-12-2018,202.83,358.72,59.06,2.2,15.47,37.6,366
Delhi,09-12-2018,226.35,388.23,65.3,2.67,18.08,39.85,389
Delhi,10-12-2018,264.63,453.77,66.58,2.75,16.74,42.51,431
Delhi,11-12-2018,274.97,461.98,68.87,2.78,15.49,41.9,464
Delhi,12-12-2018,209.63,327.23,55.1,1.95,14.64,36.34,443
Delhi,13-12-2018,94.29,162.44,42.59,1.21,13.07,24.89,264
Delhi,14-12-2018,113.42,196.85,45.22,1.22,12.5,27.74,248
Delhi,15-12-2018,122.69,211.8,47.31,1.22,13.34,29.58,274
Delhi,16-12-2018,150.28,252.01,50.86,1.42,15.76,32.7,295
Delhi,17-12-2018,182.78,322.5,58.08,1.93,16.14,32.85,338
Delhi,18-12-2018,204.08,339.38,61.34,1.78,17.76,37.13,370
Delhi,19-12-2018,205.22,351.7,63.77,1.92,17.41,37.05,370
Delhi,20-12-2018,258.1,429.33,68.97,2.64,17.68,40.5,423
Delhi,21-12-2018,252.2,403.18,66.03,2.22,15.9,38.38,422
Delhi,22-12-2018,326.79,502.83,78.71,2.59,18.47,44.98,468
Delhi,23-12-2018,401.58,560.68,77.63,3.36,18.21,50.65,557
Delhi,24-12-2018,378.68,546.59,75.26,3.36,17.86,43.25,577
Delhi,25-12-2018,268.2,399.37,61.2,1.9,14.14,36.37,475
Delhi,26-12-2018,241,366.1,65.2,1.99,15.37,39.09,405
Delhi,27-12-2018,290.1,453.45,78.43,2.87,18.03,40.96,458
Delhi,28-12-2018,249.23,387.84,60.59,1.66,14.8,37.38,413
Delhi,29-12-2018,248.12,399.14,64.97,1.96,16.49,39.29,420
Delhi,30-12-2018,336.42,503.99,76.89,2.94,19.91,42.87,484
Delhi,31-12-2018,319.69,494.51,70.54,2.7,17.38,41.44,509
Delhi,01-01-2019,287.34,461.02,69.46,2.54,17.77,39.58,475
Delhi,02-01-2019,331.2,515.72,75.06,2.78,18.27,43.3,501
Delhi,03-01-2019,355.4,519.34,66.2,2.55,15.12,39.77,537
Delhi,04-01-2019,246.46,388.79,57.53,2.01,13.22,28.75,432
Delhi,05-01-2019,262.53,411.49,60.35,2.23,15.59,36.33,440
Delhi,06-01-2019,174.26,254.66,51.94,1.49,13.65,31.48,371
Delhi,07-01-2019,181.74,283.88,52.45,1.57,15.49,27.11,331
Delhi,08-01-2019,156.26,242.02,48.95,1.31,14.67,27.37,340
Delhi,09-01-2019,143.66,238.94,49.49,1.3,15.09,30.9,321
Delhi,10-01-2019,165.95,278.87,58.22,1.75,16.81,30.92,317
Delhi,11-01-2019,278.95,432.2,76.71,2.9,20.03,35.61,401
Delhi,12-01-2019,311.03,465.89,85.14,3.11,17.81,39.78,482
Delhi,13-01-2019,272.45,403.32,66.11,2.36,17.83,37.53,464
Delhi,14-01-2019,94.44,173.94,42.16,1.04,15.05,31.33,320
Delhi,15-01-2019,134.57,229.1,52.45,1.37,17.09,29.85,248
Delhi,16-01-2019,271.96,424.07,83.75,2.58,20.35,33.75,383
Delhi,17-01-2019,358.91,519.49,84.74,3.13,19.63,39.76,515
Delhi,18-01-2019,237.22,364.61,68.58,2.06,14.7,30.35,437
Delhi,19-01-2019,262.68,402.21,77.9,2.35,18.07,34.75,411
Delhi,20-01-2019,314.59,478.43,106.04,3.66,20.98,45.03,480
Delhi,21-01-2019,175.49,289.4,63.04,1.83,16.82,32.77,413
Delhi,22-01-2019,53.25,72.61,38.56,1.01,11.87,27.01,174
Delhi,23-01-2019,135.68,211.71,48.14,1.62,14.17,26.51,186
Delhi,24-01-2019,130.59,218.93,44.11,1.44,15.29,30.57,328
Delhi,25-01-2019,81.2,136.43,40.03,1.01,14.62,30.01,188
Delhi,26-01-2019,101.61,169.32,38.43,0.98,14.48,35.41,231
Delhi,27-01-2019,136.47,217.45,45.27,1.1,15.89,33.34,275
Delhi,28-01-2019,126.48,212.42,49.13,1.06,15.76,33.6,301
Delhi,29-01-2019,142,235.85,51.47,1.24,18.56,33.83,297
Delhi,30-01-2019,206.14,334.21,63.7,1.76,24.75,35.84,342
Delhi,31-01-2019,204.25,335.07,65.7,1.9,20.48,37.52,397
Delhi,01-02-2019,178.68,265.65,50.75,1.34,17.83,33.12,329
Delhi,02-02-2019,177.32,266.3,35.89,1.24,11.55,30.88,338
Delhi,03-02-2019,131.1,209.41,34.53,1.32,11.7,29.44,323
Delhi,04-02-2019,144.62,248.49,52.85,1.81,14.06,33.42,301
Delhi,05-02-2019,256.33,408.32,75.89,2.95,22.38,46.33,398
Delhi,06-02-2019,177.25,270.92,50.55,1.64,15.59,34.4,380
Delhi,07-02-2019,65.65,107.83,30.8,0.84,11.12,30.25,233
Delhi,08-02-2019,72.29,156.6,39.24,0.94,12.66,30.59,136
Delhi,09-02-2019,82.5,165.94,38.31,0.96,13.25,33.55,169
Delhi,10-02-2019,143.31,255.47,49.26,1.36,16.41,33.03,277
Delhi,11-02-2019,173.61,304.98,58.56,1.78,17.52,37.03,332
Delhi,12-02-2019,208.64,357.36,66.37,2.09,19.93,43.29,357
Delhi,13-02-2019,198.26,336.99,70.04,1.94,18.61,43.36,372
Delhi,14-02-2019,153.73,237.08,53.15,1.42,14.53,32.61,350
Delhi,15-02-2019,123.46,194.76,44.28,1.22,15.38,28.15,275
Delhi,16-02-2019,112.34,181.64,33.33,1.13,12.92,26.45,288
Delhi,17-02-2019,99.27,180.93,42.59,1.09,15.14,34.81,247
Delhi,18-02-2019,109.11,215.05,56.12,1.18,16.78,33.69,278
Delhi,19-02-2019,126.12,229.75,55.44,1.56,15.93,36.66,232
Delhi,20-02-2019,102.3,185.4,51.88,1.4,17.16,23.68,305
Delhi,21-02-2019,73.33,178.07,47.15,1.37,20.1,34.41,158
Delhi,22-02-2019,73.9,147.86,33.95,1.07,13.94,28.45,191
Delhi,23-02-2019,56.51,115.07,36.12,0.85,15.66,37.26,116
Delhi,24-02-2019,89.34,161.89,46.26,1.03,18.99,38.02,169
Delhi,25-02-2019,92.36,172.59,53.86,1.24,18.07,42.49,221
Delhi,26-02-2019,59.97,120.3,50.31,0.95,16.88,32.19,144
Delhi,27-02-2019,47.18,91.52,35.07,0.79,12.52,31.38,112
Delhi,28-02-2019,96.38,180.46,45.02,1.25,16.98,35.95,198
Delhi,01-03-2019,93.83,181.26,48.87,1.17,15.81,37.75,222
Delhi,02-03-2019,109.6,182.54,62.05,1.36,17.96,25.07,227
Delhi,03-03-2019,62.92,105.16,40.61,1.16,13.48,33.59,172
Delhi,04-03-2019,105.93,180.84,40.1,1.54,14.75,38.13,217
Delhi,05-03-2019,68.86,135.4,40.05,1.01,14.26,36.3,173
Delhi,06-03-2019,83.45,168.32,45.3,1.25,15.16,33.71,189
Delhi,07-03-2019,104.61,212.7,51.9,1.48,16.39,39.32,228
Delhi,08-03-2019,92.07,199.28,51.75,1.27,17.44,37.86,220
Delhi,09-03-2019,73.31,162.18,40.84,0.99,17.3,33.51,194
Delhi,10-03-2019,73.98,163.8,44.17,0.96,16.36,44.11,157
Delhi,11-03-2019,82.17,205.43,52.91,1.24,18.44,42.09,190
Delhi,12-03-2019,57.28,129.4,37.45,0.93,13.82,37.15,149
Delhi,13-03-2019,89.17,231.19,57.03,1.27,22.48,33.94,168
Delhi,14-03-2019,111.2,217.74,48.81,1.36,17.54,28.81,281
Delhi,15-03-2019,74.88,144.35,41.27,1,16.21,33.4,183
Delhi,16-03-2019,68.64,140.6,40.6,0.92,15.72,43.66,143
Delhi,17-03-2019,93.61,184.01,46.88,1.07,19.96,42,198
Delhi,18-03-2019,100.32,202.01,50.33,1.19,20.36,43.21,221
Delhi,19-03-2019,103.77,227.07,55.47,1.29,20.72,40.14,239
Delhi,20-03-2019,89.82,237.61,54.67,1.35,21.42,40.41,234
Delhi,21-03-2019,112.29,197.17,34.63,1.34,19.99,46.64,272
Delhi,22-03-2019,38.43,119.87,32.19,0.74,16.06,46.73,141
Delhi,23-03-2019,55.62,138.56,34.57,0.89,17.52,52.24,131
Delhi,24-03-2019,53.28,133.47,34.25,0.82,19.06,42.57,126
Delhi,25-03-2019,65,150.34,34.84,0.93,20.19,36.06,136
Delhi,26-03-2019,75.82,169.16,40.8,1.04,19.26,41.35,162
Delhi,27-03-2019,78.37,186.49,49.68,1.22,20.35,43.23,177
Delhi,28-03-2019,116.55,260.26,60.18,1.76,24.86,48.44,245
Delhi,29-03-2019,112.67,257.27,60.4,1.8,19.52,46.51,273
Delhi,30-03-2019,102.27,238.99,53.75,1.51,22.39,51.49,252
Delhi,31-03-2019,58.96,177.53,38.42,0.94,18.9,48.72,198
Delhi,01-04-2019,59.08,170.14,38.55,0.88,20.09,54.95,153
Delhi,02-04-2019,90.1,211.47,55.76,1.19,24.4,54.67,194
Delhi,03-04-2019,85.02,206.04,54.91,1.32,21.6,51.06,208
Delhi,04-04-2019,119.71,270.77,63.62,1.8,29.11,60.25,260
Delhi,05-04-2019,125.44,281.53,64.7,1.96,28.67,57,284
Delhi,06-04-2019,96.6,303.71,48.72,1.32,23.23,50.84,269
Delhi,07-04-2019,152.91,355.22,44.64,1.49,21.35,53.16,315
Delhi,08-04-2019,81.3,280.23,45.87,1.06,15.1,51.32,284
Delhi,09-04-2019,87.74,225.5,53.88,1.44,22.03,57.86,240
Delhi,10-04-2019,101.94,247.53,56.82,1.76,20.84,50.86,263
Delhi,11-04-2019,70.25,204.19,47.54,1.21,21.51,48.59,196
Delhi,12-04-2019,61.34,217,40.09,1.12,19.48,51.94,202
Delhi,13-04-2019,55.93,175.93,37.89,1.06,20.82,45.3,175
Delhi,14-04-2019,51.51,168.11,36.61,1.02,20.65,41.86,150
Delhi,15-04-2019,54.84,187.59,41.92,1.28,22.2,42.3,163
Delhi,16-04-2019,59.08,186.75,35.01,1.1,12.59,47.49,206
Delhi,17-04-2019,22.14,62.49,26.84,0.9,11.1,45.44,102
Delhi,18-04-2019,38.92,91.55,39.07,1.01,15.05,50.12,104
Delhi,19-04-2019,71.62,155.39,47.56,1.24,21.22,45.45,151
Delhi,20-04-2019,90.55,193.76,55.28,1.42,26.03,55.67,199
Delhi,21-04-2019,95.24,219.06,58.95,1.66,22.16,50.13,225
Delhi,22-04-2019,110.16,255.31,61.72,1.87,29.31,56.24,246
Delhi,23-04-2019,104.17,277.28,63.45,1.92,25.76,53.24,257
Delhi,24-04-2019,85.7,262.58,51.58,1.41,19.17,61.45,232
Delhi,25-04-2019,86.41,274.39,39.89,1.31,17.67,65.26,251
Delhi,26-04-2019,82.37,244.21,50.69,1.34,26.12,47.45,223
Delhi,27-04-2019,73.06,301.82,39.8,1.05,21.85,52.16,248
Delhi,28-04-2019,76.44,285.73,40.9,1.06,20.02,54,269
Delhi,29-04-2019,84.04,274.83,52.04,1.33,23.71,50.32,256
Delhi,30-04-2019,95.72,284.13,59.32,1.62,26.58,57.54,257
Delhi,01-05-2019,111.57,323.97,63.15,1.61,27.67,65.95,285
Delhi,02-05-2019,77.72,282.83,43.19,1.19,18.26,65.33,275
Delhi,03-05-2019,52.16,149.1,49.82,1.09,17.91,64.36,202
Delhi,04-05-2019,77.96,196.87,59.78,1.26,18.19,46.34,182
Delhi,05-05-2019,101.25,249.97,55.16,1.51,21.93,52.97,231
Delhi,06-05-2019,118.9,295.84,70.81,1.93,23.72,55.91,267
Delhi,07-05-2019,128.78,378.89,69.77,1.98,22.77,40.32,310
Delhi,08-05-2019,143.34,415.23,60.85,2,25.84,47.34,389
Delhi,09-05-2019,137.2,414.7,51.13,1.52,23.46,50.71,390
Delhi,10-05-2019,95.07,320.44,38.05,1.03,17.6,52.66,333
Delhi,11-05-2019,101.83,289.05,42.02,1.15,21.6,62.02,266
Delhi,12-05-2019,178.22,503.28,40.68,1.22,19.36,57.85,352
Delhi,13-05-2019,170.81,351.28,50.88,1.51,33.5,67.84,376
Delhi,14-05-2019,58.22,124.28,37.53,1.02,13.4,54.85,217
Delhi,15-05-2019,84.81,191.04,57.75,1.52,20.93,41.85,194
Delhi,16-05-2019,75.45,218.38,50.99,1.38,15.36,46.97,192
Delhi,17-05-2019,92.53,316.4,45.67,1.31,13.26,46.42,257
Delhi,18-05-2019,44.28,106.51,33.79,1.04,10.93,45.46,176
Delhi,19-05-2019,81.99,162.83,45.8,1.21,17.36,59.34,168
Delhi,20-05-2019,93.97,218.72,56.55,1.35,19.81,53.31,216
Delhi,21-05-2019,77.78,194.58,47.58,1.21,20.15,55.06,206
Delhi,22-05-2019,64.24,201.27,51.8,1.5,16.92,38.34,167
Delhi,23-05-2019,92.4,230,52.71,1.49,21.68,55.29,228
Delhi,24-05-2019,43.86,117.66,40.33,1.21,11.99,31.11,151
Delhi,25-05-2019,43.66,118.65,34.52,0.99,13.09,51.47,125
Delhi,26-05-2019,55.13,136.58,41.51,1.06,17.94,59.94,135
Delhi,27-05-2019,64.66,172.68,53.92,1.28,18.9,53.59,163
Delhi,28-05-2019,65.82,183.77,61.45,1.3,20.59,54.43,175
Delhi,29-05-2019,74.8,202.75,65.84,1.45,23.61,57.99,191
Delhi,30-05-2019,85.21,246.05,71.8,1.75,21.99,49.58,226
Delhi,31-05-2019,88.57,337.77,56.83,1.47,19.82,58.49,266
Delhi,01-06-2019,95.4,298.35,57.24,1.56,21.54,64.56,300
Delhi,02-06-2019,73.36,219.79,32.22,1.07,14.15,60.84,222
Delhi,03-06-2019,66.94,300.7,30.33,1.03,12.64,60.03,232
Delhi,04-06-2019,54.95,171.58,36,1.14,13.67,65.82,212
Delhi,05-06-2019,73.35,208.72,42.68,1.29,15.82,59.78,190
Delhi,06-06-2019,70.61,236.45,44.85,1.13,16.15,61.04,209
Delhi,07-06-2019,54.81,152.39,35.32,1.11,14.44,74.12,192
Delhi,08-06-2019,69.75,187.62,51,1.47,13.47,63.64,184
Delhi,09-06-2019,101.05,265.12,62.84,1.86,21.74,69.14,237
Delhi,10-06-2019,74.48,233.49,61.53,1.63,15.19,55.95,230
Delhi,11-06-2019,118.38,487.77,49.86,1.41,13.52,39.96,315
Delhi,12-06-2019,59.86,240.88,30.46,0.92,11.57,62.12,280
Delhi,13-06-2019,52.66,189.69,34.53,1.03,11.79,52.93,189
Delhi,14-06-2019,53.79,188.21,37.07,1.07,12.89,59.31,167
Delhi,15-06-2019,81.86,274.68,47.15,1.18,17.56,57.41,217
Delhi,16-06-2019,42.06,160.96,20.56,0.8,9.54,46.81,205
Delhi,17-06-2019,40.18,137.08,27.51,0.89,11.07,40.56,126
Delhi,18-06-2019,30.39,84.53,32.32,1.03,8,48.99,119
Delhi,19-06-2019,79.96,223.08,37.14,1.12,12.69,61.02,173
Delhi,20-06-2019,42.76,130.88,31.19,0.92,9.7,68.57,175
Delhi,21-06-2019,71.15,188.16,44.78,1.22,12.23,59.68,178
Delhi,22-06-2019,68.27,177.16,44.12,1.11,14.97,69.18,185
Delhi,23-06-2019,42.06,126.12,23.02,0.95,10.11,57.33,153
Delhi,24-06-2019,26.29,85.68,25.93,0.92,10.74,37.78,118
Delhi,25-06-2019,53.65,119.98,32.24,1.07,11.91,54.02,131
Delhi,26-06-2019,67.36,155.9,37.39,1.16,12.87,46.26,161
Delhi,27-06-2019,65.3,230.98,39.94,1.16,13.46,46.84,169
Delhi,28-06-2019,61.21,239.15,38.37,1.02,14.43,38.39,207
Delhi,29-06-2019,58.08,271.27,34.56,0.93,11.99,37.99,223
Delhi,30-06-2019,65.24,270.03,33.03,1.04,12.82,44.4,234
Delhi,01-07-2019,57.27,189.32,31.09,0.94,12.22,58,195
Delhi,02-07-2019,71.68,233.25,28.13,0.99,12.02,64.82,202
Delhi,03-07-2019,39.99,113.92,26.57,0.99,9.75,42.31,162
Delhi,04-07-2019,36.82,87.8,29.23,1.11,9.75,28.2,111
Delhi,05-07-2019,48.6,99.98,34.77,1.2,11.05,22.68,113
Delhi,06-07-2019,34.25,87.5,29.91,1,10.18,33.71,99
Delhi,07-07-2019,38.81,91.79,28.87,1.08,10.67,38.66,101
Delhi,08-07-2019,49.12,148.79,32.85,1.15,10.64,35.11,129
Delhi,09-07-2019,42.56,128.6,30.38,1.11,9.52,25.75,131
Delhi,10-07-2019,69.21,278.71,31.36,1.04,10.41,28.65,150
Delhi,11-07-2019,76.99,352.26,29.87,0.97,9.64,29.84,300
Delhi,12-07-2019,76.35,363.7,26.97,1.05,8.96,28.38,294
Delhi,13-07-2019,63.18,294.27,23.13,0.97,9.11,30.81,312
Delhi,14-07-2019,63.16,280.99,25.1,0.95,9.85,32.77,243
Delhi,15-07-2019,42.04,137.67,27.17,1.09,10.39,27.23,180
Delhi,16-07-2019,31.51,79.22,27.54,1.05,9.64,30.05,117
Delhi,17-07-2019,32.06,67.73,28.44,1.03,8.91,31.48,92
Delhi,18-07-2019,32.92,78.08,37.14,1.24,8.86,30.75,98
Delhi,19-07-2019,63.02,158.3,40.79,1.41,9.95,49.9,142
Delhi,20-07-2019,46.43,117.84,37.1,1.15,8.6,29.1,137
Delhi,21-07-2019,50.57,105.55,33.89,1.39,8.83,32.04,123
Delhi,22-07-2019,60.38,119.66,33.03,1.55,8.95,34.79,124
Delhi,23-07-2019,73.08,153.96,39.89,1.61,9.05,40.16,156
Delhi,24-07-2019,63.26,156.93,40.29,1.41,8.83,33.1,165
Delhi,25-07-2019,22.79,63.51,33.52,0.94,8.76,22.78,98
Delhi,26-07-2019,30.63,61.26,31.61,0.99,8.92,27.72,94
Delhi,27-07-2019,26.16,45.04,25.34,1,8.67,29.54,85
Delhi,28-07-2019,21.13,46.35,21.89,0.89,8.43,30.62,83
Delhi,29-07-2019,24.45,64.17,25.11,0.92,8.97,29.78,82
Delhi,30-07-2019,30.1,82.81,26.92,0.97,9.36,27.42,90
Delhi,31-07-2019,30.22,76.67,26.45,0.93,8.78,31.25,90
Delhi,01-08-2019,34.26,85.89,28.4,0.94,8.79,32.51,98
Delhi,02-08-2019,35.06,83.66,30.96,1.03,8.45,29.29,95
Delhi,03-08-2019,38.54,80.35,31,1.07,9.43,27.74,104
Delhi,04-08-2019,46.69,88.15,30.9,1.13,9.96,27.25,101
Delhi,05-08-2019,52.2,104.96,34.64,1.24,9.37,28.66,108
Delhi,06-08-2019,30.04,57.31,34.68,1.14,8.26,22.91,99
Delhi,07-08-2019,32.63,72.98,31.82,1.22,9.81,29.87,104
Delhi,08-08-2019,27.69,80.22,28.9,1.01,10.61,30.92,99
Delhi,09-08-2019,14.59,61.47,22.08,0.86,9.3,26.17,89
Delhi,10-08-2019,16.73,47.75,22.06,0.87,8.47,25.43,75
Delhi,11-08-2019,25.53,67.15,25.93,0.96,8.65,26.21,83
Delhi,12-08-2019,20.53,51.91,26.18,1.02,8.14,21.46,80
Delhi,13-08-2019,21.68,56.18,27.12,1.1,8.37,20.73,85
Delhi,14-08-2019,33.21,58.36,31.9,1.19,8.5,31.43,93
Delhi,15-08-2019,28.78,56.28,25.03,1.04,8.51,23.58,93
Delhi,16-08-2019,15.52,37.1,21.51,0.87,8.61,23.59,73
Delhi,17-08-2019,10.24,19.51,19.1,0.81,7.67,16.51,67
Delhi,18-08-2019,15.51,30.45,20.93,0.98,8.57,18.03,66
Delhi,19-08-2019,38.55,86.13,28.59,1.31,8.6,28.06,99
Delhi,20-08-2019,41.74,95.71,26.86,1.23,8.12,28.41,103
Delhi,21-08-2019,46.69,129.46,32.68,1.14,7.81,31.18,107
Delhi,22-08-2019,44.16,130.49,42.21,1.21,8.41,25.95,125
Delhi,23-08-2019,50.49,142.76,40.32,1.3,8.36,28.57,130
Delhi,24-08-2019,60.71,149.82,41.76,1.47,8.78,28.17,149
Delhi,25-08-2019,33.49,67.82,31.71,0.93,8.23,24.22,107
Delhi,26-08-2019,25.06,68.59,31.6,0.99,8.55,24.07,77
Delhi,27-08-2019,40.68,107.99,34.48,1.17,10.01,36.98,114
Delhi,28-08-2019,42.04,103.01,34.62,1.07,9.64,34.34,119
Delhi,29-08-2019,33.92,90.29,30.6,0.93,8.24,30.97,103
Delhi,30-08-2019,43.5,105.68,32.44,1.02,9.33,39.25,110
Delhi,31-08-2019,57.16,123.23,40.79,1.41,9.14,33.71,123
Delhi,01-09-2019,35.13,81.44,32.08,1.11,8.41,31.24,123
Delhi,02-09-2019,46.15,101.79,31.91,1.07,8.81,39.18,105
Delhi,03-09-2019,70.64,143.56,36.51,1.21,8.95,32.5,131
Delhi,04-09-2019,73.33,150.39,36.99,1.22,9.03,36.13,165
Delhi,05-09-2019,33.9,90.44,29.09,0.97,9.25,28.87,118
Delhi,06-09-2019,35.81,89.47,30.05,0.99,10.9,27.22,96
Delhi,07-09-2019,34.98,83.26,30.9,1,8.17,24.58,95
Delhi,08-09-2019,32.83,77.01,26.84,0.9,8.72,32.4,99
Delhi,09-09-2019,56.31,126.43,30.47,1,8.45,30.84,107
Delhi,10-09-2019,64.48,144.47,34.12,1.07,9.49,40.53,139
Delhi,11-09-2019,79.6,174.33,39.69,1.15,9.54,48.95,166
Delhi,12-09-2019,57.83,132.61,34.01,0.99,8.91,32.08,158
Delhi,13-09-2019,33.59,83.22,29.75,0.88,8.16,27.33,103
Delhi,14-09-2019,26.65,69.36,26.05,0.77,8.48,28.64,85
Delhi,15-09-2019,35.52,72.61,27.77,0.91,8.55,28.58,83
Delhi,16-09-2019,56.6,129.47,36.18,1.13,8.35,35.4,111
Delhi,17-09-2019,59.14,135.84,38.18,1.12,8.64,41.22,143
Delhi,18-09-2019,35.41,97.32,31.3,0.86,9.46,37.19,117
Delhi,19-09-2019,21.74,62.19,24.15,0.78,9.29,27.34,80
Delhi,20-09-2019,40.33,106.47,31.73,0.95,10.81,29.76,96
Delhi,21-09-2019,39.23,96.29,31.43,0.99,9.63,28.51,112
Delhi,22-09-2019,26.51,65.65,30.66,0.91,9.32,21.15,86
Delhi,23-09-2019,34.46,83.33,30.02,0.93,9.9,30.49,89
Delhi,24-09-2019,35.88,96.22,34.98,0.98,9.19,28.92,103
Delhi,25-09-2019,30.52,86.31,29.99,0.9,8.94,28.53,100
Delhi,26-09-2019,22.9,69.49,27.25,0.83,10.43,24.16,87
Delhi,27-09-2019,15.66,56.71,24.52,0.78,10.3,23.54,78
Delhi,28-09-2019,22.52,66.98,26.18,0.77,10.01,22.22,78
Delhi,29-09-2019,16.91,51.03,22.84,0.74,8.85,22.84,68
Delhi,30-09-2019,29.42,81.97,27.89,0.92,8.22,26.67,75
Delhi,01-10-2019,33.92,92.41,28,0.96,8.5,26.15,98
Delhi,02-10-2019,40.16,96.13,29.72,1.05,8.95,34.94,105
Delhi,03-10-2019,57.99,143.97,36.77,1.25,10.42,44.29,140
Delhi,04-10-2019,43.07,94.9,34.07,0.99,8.34,32.54,113
Delhi,05-10-2019,39.48,108.22,33.82,1.03,8.08,32.66,108
Delhi,06-10-2019,58.75,140.15,36.98,0.99,8.62,40.18,127
Delhi,07-10-2019,55.88,137.81,33.46,0.91,8.25,36.23,133
Delhi,08-10-2019,44.85,116.56,33.4,0.85,8.91,38.81,123
Delhi,09-10-2019,77.02,182.89,45.5,1.37,11.9,51.37,165
Delhi,10-10-2019,100.82,215.18,50.32,1.34,13.83,53.51,208
Delhi,11-10-2019,98.07,203.36,48.05,1.37,11.02,47.07,243
Delhi,12-10-2019,103.45,209.42,48.54,1.44,11.26,44.45,235
Delhi,13-10-2019,132.57,255.42,51.27,1.65,12.75,44.55,282
Delhi,14-10-2019,116.33,239.47,50.83,1.73,11.46,43.59,285
Delhi,15-10-2019,133.35,285.26,58.61,2.18,13.31,53.79,291
Delhi,16-10-2019,146.37,279.78,53.03,1.77,13.22,55.69,320
Delhi,17-10-2019,121.68,245.2,46.51,1.44,14.95,49.68,300
Delhi,18-10-2019,90.41,203.39,39.62,1.14,11.36,42.7,265
Delhi,19-10-2019,76.77,174.84,51.37,1.18,11.33,43.23,170
Delhi,20-10-2019,98.05,203.14,48.83,1.26,10.64,33.47,242
Delhi,21-10-2019,115.16,235,51.05,1.3,11.11,36.8,254
Delhi,22-10-2019,93.51,213.26,50.05,1.37,11.7,39.48,243
Delhi,23-10-2019,122.12,268.58,57.92,1.79,14.08,44.15,248
Delhi,24-10-2019,173.56,346.51,67.36,2.46,18.87,57.94,335
Delhi,25-10-2019,129.9,270.87,52.55,1.72,15.17,52.25,331
Delhi,26-10-2019,148.73,290.6,56.43,1.92,12.76,50.59,315
Delhi,27-10-2019,198.81,321.68,48.37,1.77,13.21,47.27,354
Delhi,28-10-2019,301.39,420.35,48.45,1.77,18.03,42.79,417
Delhi,29-10-2019,287.56,440.77,60.03,2.43,12.71,33.2,419
Delhi,30-10-2019,279.32,454.35,63.87,2.67,13.81,34.86,452
Delhi,31-10-2019,314.32,500.04,71.37,2.92,15.86,38.29,460
Delhi,01-11-2019,388.45,584.15,73.61,2.59,16.32,49.77,591
Delhi,02-11-2019,320.26,467.74,54.1,1.93,12.88,35,473
Delhi,03-11-2019,582.28,706.58,49.67,2.39,10.2,33.91,659
